"","Alcohol","Attire","BYOB","BYOB_corkage","Corkage","Delivery","Dietary","Dogs","Drivethru","attributes_Good.For","Dancing","Groups","Happy_hour","TV","Music","Noise","Outdoor","Parking","Payments","Price","Smoking","Takeout","Reservations","Waiters","Wheelchairs","Wifi","business_id","categories","city","latitude","longitude","name","neighborhoods","open","review_count","stars","state","Accepts_CC","Romantic","Intimate","Touristy","Hipster","Divey","Classy","Trendy","Upscale","Casual"
"18627","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","YxLiLBNTm4cOg7OlKKLmVw","Mexican,Restaurants","Phoenix",33.304703,-111.981558,"Arriba Mexican Grill","",TRUE,125,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18628","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,FALSE,TRUE,TRUE,TRUE,"no","HnPMt4Lub6LV9YddPoh1IQ","Restaurants,Italian","Las Vegas",36.1439209,-115.2797227,"Lucio Ristorante","Westside,The Lakes",FALSE,32,4,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18630","full_bar","casual",NA,NA,NA,TRUE,"",TRUE,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"free","62uhxauw6vxW30XyTVCbjw","Sushi Bars,Chinese,Restaurants","Mesa",33.4659630966,-111.686202333,"Zushi Japanese Bistro","",TRUE,63,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18659","full_bar","casual",NA,"no",NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","24OmQWFTnbfGv-e8GyEMAw","Mexican,Tex-Mex,Restaurants","Phoenix",33.5834449,-111.9770187,"Z'Tejas Grill","",TRUE,123,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18663","full_bar","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,NA,"I-7cYhaFd5YsnApm9YqycQ","American (Traditional),Barbeque,Restaurants","Surprise",33.661349,-112.403597,"Dillon's Grand","",FALSE,25,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18669","none","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","8SkoyQ3iHXECEit2BDwBrw","Chinese,Restaurants","Las Vegas",36.0446569,-115.2429995,"Rice n Noodle","Southwest",TRUE,121,3.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18673","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': True, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",3,NA,FALSE,TRUE,TRUE,TRUE,"no","oo7VmDn-qmEApGmZn2fRig","Seafood,Steakhouses,Restaurants","Las Vegas",36.0419145304,-115.183436512,"Twin Creeks","Southwest",TRUE,179,4,"NV",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"18674","beer_and_wine","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","EC9WB-iVjd28B6R6KIZ8TA","Sushi Bars,Restaurants","Tempe",33.3216034,-111.9626175,"Teharu Sushi","",TRUE,317,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18675","full_bar","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,NA,"","very_loud",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,NA,"BgI07Kssr0DVLbWv_TSviA","Barbeque,Restaurants","Gilbert",33.31081,-111.772012,"Waldo's BBQ","",FALSE,24,2.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18678","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,NA,"",NA,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,"no",TRUE,FALSE,TRUE,TRUE,NA,"aOWoJkJu0TBTQqBgRf5P_Q","Nightlife,Bars,Chicken Wings,Restaurants","Las Vegas",36.0471379,-115.243892,"Hurricane Grill & Wings","Southwest",FALSE,9,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18687","beer_and_wine","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,FALSE,"no","ZFAq9lpm2wXihzvMLSsRJQ","Thai,Restaurants","Las Vegas",36.0789703,-115.298266,"Panna Thai","Spring Valley",TRUE,175,4,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18689","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"no","znmvCpcwxYk_kYCqtUFt5Q","Vegetarian,Vegan,Restaurants","Scottsdale",33.611903,-111.9261,"Fresh Mint","",TRUE,175,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18699","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","J3VvIU1ZDqg9a9e7zK-QSQ","Mexican,Restaurants","Mesa",33.3931452,-111.8744982,"Top Shelf  Mexican Restaurant","",FALSE,34,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18700","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': True, u'street': False, u'validated': False, u'lot': True, u'valet': True}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","0mPrp8m_caTxdSGfIxNtTw","Seafood,American (New),Hawaiian,Restaurants","Las Vegas",36.0682624633,-115.177183977,"Tommy Bahama Restaurant & Bar - Las Vegas","Southeast",TRUE,205,4,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18709","beer_and_wine","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"free","0IDIy6Ti9V4rKhX-WgWFHg","Thai,Indian,Restaurants","Fitchburg",43.023349,-89.418612,"Curry in the Box","",TRUE,35,3.5,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18710","beer_and_wine","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","quiet",FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,NA,"no","1alcD9lDjwxDIcGaUh9oCw","Indian,Restaurants","Madison",43.0572208,-89.428248,"Taste of India","Dudgeon-Monroe",TRUE,29,4,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18712","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': True}","",3,NA,FALSE,TRUE,TRUE,TRUE,"no","OBUQ86JDhbGWdSxmyIt7Dw","American (New),Restaurants","Las Vegas",36.128561,-115.1711298,"DJT","The Strip",TRUE,51,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"18714","beer_and_wine","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}","",2,NA,TRUE,FALSE,FALSE,FALSE,"no","l_0JhWjpL2BesMEIDAM4Fg","Pizza,Restaurants","Madison",43.0652317,-89.4166013,"Pizza Brutta","Vilas",TRUE,148,4.5,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18715","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': True}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': True, u'street': False, u'validated': False, u'lot': True, u'valet': True}","",3,NA,FALSE,TRUE,TRUE,TRUE,"no","_FBnbgbEwaZshbuoUoSBfA","Steakhouses,Breakfast & Brunch,American (New),Restaurants","Las Vegas",36.114303,-115.199059,"Simon Restaurant and Lounge","",TRUE,319,3.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"18716","none","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,TRUE,FALSE,TRUE,"no","kEICEqqG_01RgaNgvXc6Fw","Chinese,Restaurants","Goodyear",33.4569474,-112.3933791,"Yan's","",TRUE,36,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18720","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'brunch': True, u'breakfast': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': True}","",2,NA,TRUE,FALSE,TRUE,TRUE,"free","AaKlegu7gmOCD4rEESF76Q","American (New),Cafes,Restaurants","Phoenix",33.5070953369,-112.074485779,"Maizie's Cafe & Bistro","",TRUE,336,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18735","none","casual",NA,NA,NA,FALSE,"",NA,FALSE,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,NA,"glLo_FNtgQ7OmAR8hUrDqQ","Burgers,Fast Food,Restaurants","Las Vegas",36.0802868,-115.1592718,"Burger King","Southeast",TRUE,39,2.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18739","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","NDKWwyqwznAuAQjkpb8ehw","Mexican,Restaurants","North Las Vegas",36.1996612549,-115.118667603,"Garduno's","",TRUE,22,2.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18742","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",FALSE,TRUE,TRUE,TRUE,"{u'dj': False, u'live': True, u'video': False, u'jukebox': False}","very_loud",FALSE,"{u'garage': True, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",2,"no",TRUE,TRUE,TRUE,TRUE,"no","QBJrNGuM7A8V3amEKBlpOw","Bars,Pubs,Nightlife,American (New),Karaoke,Restaurants","Las Vegas",36.1143876,-115.1809762,"McFadden's","",FALSE,55,2.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18754","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","gRt4zXBVY_Z-bieKA5lq_g","Asian Fusion,Sushi Bars,Japanese,Restaurants","Glendale",33.5339543188,-112.261047363,"Kabuki Japanese Restaurant","",TRUE,140,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"18756","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","quiet",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': True}","",3,NA,FALSE,TRUE,TRUE,TRUE,"paid","1Q_H3BLhKBymF6Se8FfZNw","Restaurants,Italian","Scottsdale",33.5670375,-111.9184649,"Alto Ristorante e Bar","",TRUE,54,4,"AZ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18758","full_bar","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': True, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,NA,"",NA,FALSE,"{u'garage': True, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",2,NA,TRUE,NA,TRUE,TRUE,NA,"5pBn225h1hEiGpmh9yqTlg","Asian Fusion,Restaurants","Las Vegas",36.1407035,-115.1823137,"Mainland","Westside",FALSE,22,3.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18760","full_bar","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,FALSE,FALSE,"","loud",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,"no",TRUE,TRUE,TRUE,TRUE,"no","Lgqk00bglDyZfe5KbLhw6Q","Restaurants,Italian","Chandler",33.3195054186,-111.965338905,"Buca di Beppo","",TRUE,78,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18761","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': True, u'street': True, u'validated': False, u'lot': False, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","H2pm7yVZci7M5RKhAOYzuA","American (New),Restaurants","Las Vegas",36.0675793,-115.1768802,"Claim Jumper","Southeast",TRUE,163,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18763","beer_and_wine","casual",NA,NA,NA,FALSE,"",FALSE,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,FALSE,TRUE,"free","3GAPcBG8SowgrpS6UHlDeQ","Vegetarian,Indian,Gluten-Free,Restaurants","Phoenix",33.5839404,-111.9787698,"Bombay Spice Grill","",FALSE,145,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18764","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,TRUE,TRUE,"{u'dj': True, u'live': True, u'video': False, u'jukebox': False}","average",TRUE,"{u'garage': True, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",2,"outdoor",TRUE,TRUE,TRUE,TRUE,"no","WbDz_bwnLKL42_z9cA1Yzw","Mexican,Restaurants","Henderson",36.100157274,-114.923171997,"Sonrisa Grill","",TRUE,77,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18765","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}","",3,NA,TRUE,TRUE,TRUE,TRUE,"no","He9Dar4bk2vyeiPC7TkUgA","Seafood,American (New),Restaurants","Scottsdale",33.4949521,-111.92898,"Eddie's House","",TRUE,208,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"18769","beer_and_wine","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","jaTQJqE3bBj74YfNFIsfwA","Pizza,Gluten-Free,Restaurants","Las Vegas",36.291612,-115.287149,"Sammy's Woodfired Pizza and Grill","Centennial",TRUE,92,4,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18774","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,FALSE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","mPGgxatANSPw9KbMluhXkA","Thai,Restaurants","Chandler",33.3021074,-111.8420649,"Latitude Eight Thai Grill","",FALSE,135,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"18779","beer_and_wine","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,FALSE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"no","XkNQVTkCEzBrq7OlRHI11Q","Restaurants,Pizza,Salad,Italian","Phoenix",33.4807562,-112.1102942,"Pizza a Metro","",TRUE,237,4.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18785","beer_and_wine","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,FALSE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",3,NA,FALSE,TRUE,TRUE,FALSE,"no","xNcqwYAUeVOhe3KNC4Xjaw","Japanese,Restaurants","Las Vegas",36.1264365991,-115.209546089,"Raku","Chinatown",TRUE,705,4.5,"NV",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18789","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","quiet",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': True}","",2,NA,FALSE,TRUE,TRUE,TRUE,NA,"WQc22qucCCtOytbx5CHqbw","American (New),Restaurants","Scottsdale",33.623348111,-111.931940317,"Nellie Cashman's Monday Club Cafe","",TRUE,19,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18800","none","casual",NA,NA,NA,NA,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,NA,"",NA,TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,FALSE,TRUE,NA,"N0STP82OhZRZ2WeWCqqbOg","Barbeque,Restaurants","Henderson",36.0169498,-115.1185519,"Outlaws Backyard BBQ","Southeast",FALSE,6,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18814","none","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,FALSE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","Xo9a2Vm83Fao6MpprxWcKw","Chinese,Restaurants","Las Vegas",36.1434155,-115.2757916,"Bobo China","Westside",TRUE,70,4,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18820","beer_and_wine","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,NA,"",NA,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,NA,"s3YI_1My_QrLjd8iL61euw","Breakfast & Brunch,Mexican,Restaurants","Las Vegas",36.273375938,-115.251817703,"Vega's Cafe","Centennial",FALSE,9,3.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18822","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","1hTBIFVqHfI1hRpdS8iIgg","American (New),French,Restaurants","Surprise",33.6095832,-112.3924098,"Vogue Bistro","",TRUE,126,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"18834","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': True, u'brunch': False, u'breakfast': False}",NA,TRUE,NA,NA,"",NA,TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,NA,"Yiw1ml0XVBDIQBTLXHNGmQ","Mexican,Restaurants","Mesa",33.3809022,-111.8069973,"Salty Señorita","",FALSE,31,2.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18840","full_bar","casual",NA,NA,NA,FALSE,"",TRUE,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",FALSE,TRUE,TRUE,TRUE,"{u'dj': False, u'live': True, u'video': False, u'jukebox': False}","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,"outdoor",TRUE,TRUE,TRUE,TRUE,"free","j7_lgtKqdtNCzf-Jk9jyrA","Pubs,Irish,Nightlife,Bars,Restaurants","Tempe",33.4329724,-111.9043028,"D'Arcy McGee's","",FALSE,79,2.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
